id,ai_papers
https://openalex.org/I122896396,9
https://openalex.org/I122964287,30
https://openalex.org/I122991210,17
https://openalex.org/I123044942,83
https://openalex.org/I123096312,1
https://openalex.org/I123127086,2
https://openalex.org/I12315562,26
https://openalex.org/I123173325,3
https://openalex.org/I123185442,10
https://openalex.org/I123200800,1
https://openalex.org/I12323705,3
https://openalex.org/I123338534,11
https://openalex.org/I123387679,36
https://openalex.org/I123431417,12
https://openalex.org/I123466251,3
https://openalex.org/I123534392,51
https://openalex.org/I123565023,11
https://openalex.org/I12356871,33
https://openalex.org/I123576224,2
https://openalex.org/I123773287,15
https://openalex.org/I123791789,1
https://openalex.org/I12379730,3
https://openalex.org/I12387023,7
https://openalex.org/I123900574,57
https://openalex.org/I12393601,2
https://openalex.org/I123946342,43
https://openalex.org/I124055696,75
https://openalex.org/I124104796,4
https://openalex.org/I124125349,1
https://openalex.org/I124158823,9
https://openalex.org/I124227911,60
https://openalex.org/I124261006,4
https://openalex.org/I124261462,8
https://openalex.org/I124326101,1
https://openalex.org/I124335351,4
https://openalex.org/I124357947,28
https://openalex.org/I124386471,1
https://openalex.org/I12449238,14
https://openalex.org/I124574311,2
https://openalex.org/I124601658,29
https://openalex.org/I124612024,1
https://openalex.org/I124618812,3
https://openalex.org/I124644866,6
https://openalex.org/I124674891,1
https://openalex.org/I12469534,5
https://openalex.org/I124841900,6
https://openalex.org/I124866261,2
https://openalex.org/I124970724,3
https://openalex.org/I125029298,1
https://openalex.org/I125068653,2
https://openalex.org/I125077922,2
https://openalex.org/I12509574,1
https://openalex.org/I125133608,2
https://openalex.org/I125219893,2
https://openalex.org/I125392429,4
https://openalex.org/I125454184,2
https://openalex.org/I125590103,3
https://openalex.org/I125602781,2
https://openalex.org/I125608817,1
https://openalex.org/I125671874,2
https://openalex.org/I125687163,5
https://openalex.org/I125749732,55
https://openalex.org/I125801170,1
https://openalex.org/I125839683,183
https://openalex.org/I125904092,42
https://openalex.org/I125932930,2
https://openalex.org/I125934054,34
https://openalex.org/I125956826,3
https://openalex.org/I126007077,9
https://openalex.org/I12607205,5
https://openalex.org/I126145234,20
https://openalex.org/I126158947,11
https://openalex.org/I126193024,8
https://openalex.org/I126231945,43
https://openalex.org/I126307644,51
https://openalex.org/I126329810,7
https://openalex.org/I126345244,10
https://openalex.org/I126350171,1
https://openalex.org/I126395964,4
https://openalex.org/I126425946,4
https://openalex.org/I126452172,1
https://openalex.org/I126467225,4
https://openalex.org/I126477371,4
https://openalex.org/I12649496,2
https://openalex.org/I126515640,7
https://openalex.org/I126520041,211
https://openalex.org/I126541806,1
https://openalex.org/I126595936,6
https://openalex.org/I126596746,49
https://openalex.org/I126601174,30
https://openalex.org/I126633494,7
https://openalex.org/I126744593,43
https://openalex.org/I126792128,3
https://openalex.org/I126820664,3
https://openalex.org/I126826664,1
https://openalex.org/I126827851,3
https://openalex.org/I126859394,3
https://openalex.org/I126863827,8
https://openalex.org/I126924076,22
https://openalex.org/I12700597,9
https://openalex.org/I127019355,1
https://openalex.org/I127077003,1
https://openalex.org/I12708293,19
https://openalex.org/I127128434,19
https://openalex.org/I127251866,13
https://openalex.org/I127328727,1
https://openalex.org/I127336678,3
https://openalex.org/I127339247,13
https://openalex.org/I127362389,1
https://openalex.org/I127366699,4
https://openalex.org/I127439422,1
https://openalex.org/I127558574,3
https://openalex.org/I127591826,14
https://openalex.org/I127593952,10
https://openalex.org/I127845322,2
https://openalex.org/I127859547,1
https://openalex.org/I127908078,6
https://openalex.org/I127947667,1
https://openalex.org/I1279571640,1
https://openalex.org/I1279594646,2
https://openalex.org/I1279667971,7
https://openalex.org/I1279672703,3
https://openalex.org/I1279696364,1
https://openalex.org/I1280045555,17
https://openalex.org/I1280339224,9
https://openalex.org/I1280367701,2
https://openalex.org/I1280400925,6
https://openalex.org/I1280414376,42
https://openalex.org/I1280525279,16
https://openalex.org/I1280536761,32
https://openalex.org/I1280640908,1
https://openalex.org/I128076159,1
https://openalex.org/I1281109512,1
https://openalex.org/I1281160679,1
https://openalex.org/I1281210470,7
https://openalex.org/I1281400175,1
https://openalex.org/I1281635806,1
https://openalex.org/I1281704429,2
https://openalex.org/I1281735042,6
https://openalex.org/I1282105669,23
https://openalex.org/I128212801,2
https://openalex.org/I1282311441,19
https://openalex.org/I1282516798,1
https://openalex.org/I128277893,5
https://openalex.org/I1282927834,7
